,Real Name,Py Name,Subscripts,Units,Limits,Type,Subtype,Comment,Model,Equation,isEquation,Interest
139,FUND: SLR.8: population density,fund_slr8_population_density,,,"(nan, nan)",Constant,Normal,,FUND, SLR.8,False,False
140,FUND: SLR.8: y0 normalisation constant,fund_slr8_y0_normalisation_constant,,,"(nan, nan)",Constant,Normal,,FUND, SLR.8,False,False
141,FUND: SLR.9: fraction of the coastline protectd,fund_slr9_fraction_of_the_coastline_protectd,['REGIONS 35 I'],,"(nan, nan)",Auxiliary,Normal,PP is the fraction of the coastline to be protected;,FUND, SLR.9,False,False
142,FUND: TOT: EQ monetary impact,fund_tot_eq_monetary_impact,['REGIONS 35 I'],,"(nan, nan)",Auxiliary,Normal,,FUND, TOT,True,False
143,FUND: TOT: EQ total deaths,fund_tot_eq_total_deaths,['REGIONS 35 I'],,"(nan, nan)",Auxiliary,Normal,,FUND, TOT,True,False
144,FUND: TOT: EQ: fund total impact,fund_tot_eq_fund_total_impact,['REGIONS 35 I'],,"(nan, nan)",Auxiliary,Normal,,FUND, TOT,True,False
145,FUND: TOT: total damage,fund_tot_total_damage,['REGIONS 35 I'],,"(nan, nan)",Auxiliary,Normal,,FUND, TOT,False,False
146,FUND: TS.1: EQ Tropical storms damages,fund_ts1_eq_tropical_storms_damages,['REGIONS 35 I'],,"(nan, nan)",Auxiliary,Normal,,FUND, TS.1,True,False
147,FUND: TS.1: alpha,fund_ts1_alpha,,,"(nan, nan)",Constant,Normal,TODO irrelevant,FUND, TS.1,False,False
148,FUND: TS.1: epsilon income elsasticity of storm damage,fund_ts1_epsilon_income_elsasticity_of_storm_damage,,,"(nan, nan)",Constant,Normal,"ϵ is the income elasticity of storm damage; ϵϵ = -0.514 (0.027;&gt;-1,&lt;0) after Toya and Skidmore (2007);",FUND, TS.1,False,False
149,FUND: TS.1: gamma parameter,fund_ts1_gamma_parameter,,,"(nan, nan)",Constant,Normal,γ is a parameter; γγ=3 because the power of the wind in the cube of its speed.,FUND, TS.1,False,False
150,FUND: TS.1: wind increase,fund_ts1_wind_increase,,,"(nan, nan)",Constant,Normal,"δ is a parameter, indicating how much wind speed increases per degree warming; δδ=0.04/ºC (0.005) after WMO (2006);",FUND, TS.1,False,False
151,FUND: TS.2: EQ tropical storms mortality,fund_ts2_eq_tropical_storms_mortality,['REGIONS 35 I'],,"(nan, nan)",Auxiliary,Normal,,FUND, TS.2,True,False
152,FUND: TS.2: beta current mortality,fund_ts2_beta_current_mortality,,,"(nan, nan)",Constant,Normal,"GET DIRECT CONSTANTS( 'df_parameters/FUND/output/wiliam_table_hv.xlsx' , 'Sheet1' , 'B3' )",FUND, TS.2,False,False
153,FUND: TS.2: eta income elasticity of storm damage,fund_ts2_eta_income_elasticity_of_storm_damage,,,"(nan, nan)",Constant,Normal,η is the income elasticity of storm damage; ηη = -0.501 (0.051;&lt;0) after Toya and Skidmore (2007);,FUND, TS.2,False,False
154,FUND: W.1: EQ Change in water resources,fund_w1_eq_change_in_water_resources,['REGIONS 35 I'],,"(nan, nan)",Auxiliary,Normal,W denotes the change in water resources (in 1995 US dollar) at time tt in region rr; TODO même problème avec le revenue de reference 1990,FUND, W.1,True,False
155,FUND: W.1: alpha parameter,fund_w1_alpha_parameter,['REGIONS 35 I'],,"(nan, nan)",Constant,External,α is a parameter (in percent of 1990 GDP per degree Celsius) that specifies the benchmark impact; see Table EFW;,FUND, W.1,False,False
156,FUND: W.1: beta parameter,fund_w1_beta_parameter,,,"(nan, nan)",Constant,Normal,"β = 0.85 (0.15, &gt;0) is a parameter, that specifies how impacts respond to economic growth;",FUND, W.1,False,False
157,FUND: W.1: gamma parameter,fund_w1_gamma_parameter,,,"(nan, nan)",Constant,Normal,"γ = 1 (0.5,&gt;0) is a parameter, that determines the response of impact to warming;",FUND, W.1,False,False
158,FUND: W.1: mu parameter,fund_w1_mu_parameter,,,"(nan, nan)",Constant,Normal,"η = 0.85 (0.15,&gt;0) is a parameter that specifies how impacts respond to population growth;",FUND, W.1,False,False
159,FUND: W.1: tau parameter,fund_w1_tau_parameter,,,"(nan, nan)",Constant,Normal,"τ = 0.005 (0.005, &gt;0) is a parameter, that measures technological progress in water supply and demand.",FUND, W.1,False,False
160,FUND: extra: Initial revenue,fund_extra_initial_revenue,['REGIONS 35 I'],,"(nan, nan)",Stateful,Initial,,FUND, extra,False,False
161,FUND: extra: initial GDP,fund_extra_initial_gdp,['REGIONS 35 I'],,"(nan, nan)",Stateful,Initial,,FUND, extra,False,False
162,FUND: extra: initial population,fund_extra_initial_population,['REGIONS 35 I'],,"(nan, nan)",Stateful,Initial,,FUND, extra,False,False
163,OIL PRICE HISTORICAL $/bbl,oil_price_historical_bbl,,$/bbl,"(nan, nan)",Data,External,"Historical Oil price in dollars per bbl. Source:U.S. Energy Information Administration, 2022. https://www.eia.gov/dnav/pet/pet_pri_spt_s1_m.htm",,,,False
164,SWITCH: WILIAM: AMOC change,switch_wiliam_amoc_change,,,"(nan, nan)",Constant,Normal,,SWITCH, WILIAM,False,False
165,UNIT CONVERSION MW/BATTERY,unit_conversion_mwbattery,,MW/battery,"(nan, nan)",Constant,Normal,Unit change: It has been established that each battery has a capacity of 60 kWh (as several models on the market at 2021) and 100 kW of power.,,,,False
166,UNIT CONVERSION TO TJ/YEARS,unit_conversion_to_tjyears,,TJ/MJ,"(nan, nan)",Constant,Normal,"We have the following unit for the Cu total energy use=(MJ/kg*Mt/years) and we need to get it in the shape of TJ/years To do that we need to multiply with first multiply with *(kg/Mt) and then we have MJ/years left so we multiply MJ/years *TJ/MJ =TJ/years since, kg/Mt = 1.000.000.000 =10^9 and TJ/MJ =1/1.000.000 we get (kg/Mt*TJ/MJ) = 1000000000*1/1000000 = 1000 so in order to get (MJ/kg*Mt/years) we need to multiply with 1000",,,,False
167,WITNESS: TOT: EQ WITNESS total impact,witness_tot_eq_witness_total_impact,['REGIONS 35 I'],,"(nan, nan)",Auxiliary,Normal,,WITNESS, TOT,True,False
168,WITNESS: dice-like damage : EQ dice-like damage,witness_dicelike_damage_eq_dicelike_damage,,,"(nan, nan)",Auxiliary,Normal,,WITNESS, dice-like damage ,True,False
169,WITNESS: epsilon,witness_epsilon,,,"(nan, nan)",Constant,Normal,,WITNESS, epsilon,,False
170,WITNESS: omega,witness_omega,,,"(nan, nan)",Auxiliary,Normal,,WITNESS, omega,,False
171,WITNESS: tipping point damage: EQ tipping point damge,witness_tipping_point_damage_eq_tipping_point_damge,,,"(nan, nan)",Auxiliary,Normal,,WITNESS, tipping point damage,True,False
172,materials for O&M per capacity installed PV,materials_for_om_per_capacity_installed_pv,['MATERIALS I'],,"(nan, nan)",Constant,External,,,,,False
173,percentage\_CHO,percentage_cho,['REGIONS 9 I'],g/kcal,"(nan, nan)",Auxiliary,Normal,,,,,False
174,percentage\_MUFA,percentage_mufa,['REGIONS 9 I'],g/kcal,"(nan, nan)",Auxiliary,Normal,,,,,False
175,percentage\_PUFA,percentage_pufa,['REGIONS 9 I'],g/kcal,"(nan, nan)",Auxiliary,Normal,,,,,False
176,percentage\_SFA,percentage_sfa,['REGIONS 9 I'],g/kcal,"(nan, nan)",Auxiliary,Normal,,,,,False
177,percentage\_animal\_protein,percentage_animal_protein,['REGIONS 9 I'],1,"(nan, nan)",Auxiliary,Normal,,,,,False
178,percentage\_fats,percentage_fats,['REGIONS 9 I'],g/kcal,"(nan, nan)",Auxiliary,Normal,,,,,False
179,percentage\_protein,percentage_protein,['REGIONS 9 I'],g/kcal,"(nan, nan)",Auxiliary,Normal,,,,,False
180,percentage\_sugar,percentage_sugar,['REGIONS 9 I'],1,"(nan, nan)",Auxiliary,Normal,,,,,False
181,percentage\_vegetal\_protein,percentage_vegetal_protein,['REGIONS 9 I'],1,"(nan, nan)",Auxiliary,Normal,,,,,False
182,A CAPITAL STOCK DAMAGE FUNCTION,a_capital_stock_damage_function,"['CLIMATE HAZARDS I', 'CLIMATE CHANGE IMPACT UNCERTAINTY SCENARIOS I', 'REGIONS 35 I', 'SECTORS I']",DMNL,"(nan, nan)",Constant,External,First parameter of the capital stock damage function. Calibrated by using data from Forzieri et al (2017). Data has been processed and extrapolations have been done for some regions and sectors.,,,,False
183,A EXPONENTIAL LEAB TO MR,a_exponential_leab_to_mr,"['SEX I', 'AGE COHORTS I']",DMNL,"(nan, nan)",Constant,External,Parameter A of the equation that related the life expectancy at birth and the mortality rates (MR = A * exp(B * LEAB),,,,False
184,A HEAT STRESS DAMAGE FUNCTION,a_heat_stress_damage_function,"['REGIONS 35 I', 'SECTORS I']",1/DegreesC,"(nan, nan)",Constant,External,First parameter of the parabolic damage function. Calibrated by using data from Roson & Sartori (2015).,,,,False
185,A VECTOR BORNE DISEASES DAMAGE FUNCTION,a_vector_borne_diseases_damage_function,['REGIONS 35 I'],1/DegreesC,"(nan, nan)",Constant,External,Parameter of the lineal vector borne diseases damage function. Estimated through using the data from Roson & Sartori (2015).,,,,False
186,ADDITIONAL CU EBIKES IN RELATION TO ICE,additional_cu_ebikes_in_relation_to_ice,,kg/vehicle,"(nan, nan)",Constant,External,"Cu requirements per vehicle (without taking account the battery) respect to traditional bike. The electrified vehicle possesses copper in addition to the battery content, this amount of copper can be seen that it is higher than the amount of copper used in a combustion vehicle which is about 23 kg (IDTechEx, 2017). To see the difference between the copper demand of these vehicles and the combustion or non-electrified vehicles, that they are intended to replace, only the amount of copper that electrified vehicles have over the latter will be taken into account in the evaluation. Hypotheses presented in order to obtain all necessary data: Ebikes vehicles -Single person electric vehicles (SEV/Ebike): The amount of copper is established by making it proportional to the weight of the 4-wheeled hybrid vehicle.",,,,False
187,ADDITIONAL CU INLAND EV IN RELATION TO ICE,additional_cu_inland_ev_in_relation_to_ice,"['TRANSPORT POWER TRAIN I', 'BATTERY VEHICLES I']",kg/vehicle,"(nan, nan)",Constant,External,"Cu requirements per vehicle (without taking account the battery)respect to ICE vehicles. The electrified vehicle possesses copper in addition to the battery content, this amount of copper can be seen that it is higher than the amount of copper used in a combustion vehicle which is about 23 kg (IDTechEx, 2017). To see the difference between the copper demand of these vehicles and the combustion or non-electrified vehicles, that they are intended to replace, only the amount of copper that electrified vehicles have over the latter will be taken into account in the evaluation. Hypotheses presented in order to obtain all necessary data: Commercial vehicles -Heavy hybrid vehicles (HV HEV) (Lorry): Due to its similarities with the hybrid BUS, the same amount of copper is established. -Lightweight electric vehicles (LV BEV) (small truck/van): Due to its similarities with the 4-wheel electric vehicle, the same amount of copper is established. -Lightweight hybrid vehicles (LV HEV) (small truck/van): Due to its similarities with the hybrid 4-wheeled private vehicle the same amount of copper is established. -Hybrid BUS (BUS HEV): This data has been obtained from the reference (IDTechEx study, How Important are Electric Vehicles for Future Copper Demand,2017). -Electric BUS (BUS BEV): The same ratio in the amount of copper is used between this BUS and the hybrid BUS as between the 4-wheel electric and the 4-wheel hybrid private vehicle.",,,,False
188,ADJUSTMENT FOR CH4REF AND N2OREF,adjustment_for_ch4ref_and_n2oref,,w/(m*m),"(nan, nan)",Auxiliary,Normal,"Parameter for calculating the radiative forcing from N2O and from CH4 (both formulas) using the CH4 and N2O Reference Concentration. Source: ""AR5 WG1 Chapter 8 Anthropogenic and Natural Radiative Forcing. Table 8.SM.1 Supplementary for Table 8.3: RF formulae for CO2, CH4 and N2O. Adjusts total RF from CH4 and N2O to be less than the sum of RF from each individually to account for interactions between both gases.""",,,,False
189,ADJUSTMENT PE BY COMMODITY AGRICULTURAL,adjustment_pe_by_commodity_agricultural,['REGIONS 9 I'],DMNL,"(nan, nan)",Constant,External,auxiliar jan 24 biofuels,,,,False
190,AGROFOOD TRANSFORM MATRIX,agrofood_transform_matrix,"['FOODS I', 'LAND PRODUCTS I']",DMNL,"(nan, nan)",Constant,External,Agrofood matrix to convert diet patterns to land products,,,,False
191,ALPHA DURABLES NON DISAGGREGATED COUNTRIES,alpha_durables_non_disaggregated_countries,"['REGIONS NON DISAGGREGATED HH I', 'COICOP DURABLES I']",DMNL,"(nan, nan)",Constant,External,Alpha parameter for the estimation of the dynamic constant parameter for the calcualtion of the propensity to consume of durables,,,,False
192,ALPHA MARK UP CURVE,alpha_mark_up_curve,,,"(nan, nan)",Constant,External,Alpha mark up curve,,,,False
193,ALPHA NON DURABLES NON DISAGGREGATED COUNTRIES,alpha_non_durables_non_disaggregated_countries,['REGIONS NON DISAGGREGATED HH I'],DMNL,"(nan, nan)",Constant,External,Alpha parameter for the estimation of the dynamic constant parameter for the calcualtion of the propensity to consume of non durables,,,,False
194,ALPHA QUAIDS,alpha_quaids,"['REGIONS 35 I', 'HOUSEHOLDS I', 'QUAIDS I']",DMNL,"(nan, nan)",Constant,External,Alpha arameter of the QUAIDS model.,,,,False
195,ALPHA WAGE HOUR,alpha_wage_hour,['SECTORS I'],DMNL,"(nan, nan)",Constant,External,Alpha parameter of wage curve.,,,,False
196,AMAZ tipping point in simulation period,amaz_tipping_point_in_simulation_period,,DMNL,"(nan, nan)",Auxiliary,Normal,Warning: has MGIS tipping point being triggered during the simulation time?,,,,False
197,AMMONIA DEMAND 2005,ammonia_demand_2005,['REGIONS 9 I'],tonnes/Year,"(nan, nan)",Constant,External,Ammonia demand corresponding to the year 2005,,,,False
198,AMOC WEAKENING tipping point in simulation period,amoc_weakening_tipping_point_in_simulation_period,,DMNL,"(nan, nan)",Auxiliary,Normal,"Warning: has MGIS tipping point being triggered during the simulation time? IF_THEN_ELSE(Time<FINAL_TIME,0, IF_THEN_ELSE(RANDOM_UNIFORM_FUNCTION_AMOC_WEAKENING>1-CUM_PROB_AMOC_WEAKENI NG_TP_C1, 1, 0))",,,,False
199,AMOUNT OF Cu IN WEIGHT OF ROCK,amount_of_cu_in_weight_of_rock,['ORE GRADES I'],DMNL,"(nan, nan)",Constant,External,"This is in fractions, i.e. when it says 18, it is 18% of the ore weight, when it says 4 it is 4% of the ore weight This is based on averages found in the literature. See Olafsdottir, A.H., and Sverdrup, H., 2020, System dynamics modelling of mining, supply, recycling, stocks-in-use and market price for nickel. Mining, Metallurgy & Exploration. 1-22. 10.1007/s42461-020-00370- Sverdrup, H, Olafsdottir, A.H., Ragnarsdottir, K.V., 2019., Assessing global copper, zinc and lead extraction rates, supply, price and resources using the WORLD6 integrated assessment model. Resources, Conservation and Recycling 1-26. X4 100007. https://doi.org/10.1016/j.rcrx.2019.100007. Open access publication. Sverdrup, H., Olofsdottir, A.H., Ragnarsdottir, K.V., Koca, D., 2018. A system dynamics assessment of the supply of molybdenum and rhenium used for superalloys and specialty steels, using the WORLD6 model. Biophysical Economics and Resource Quality 4: 1-52 (DOI: 10.1007/s41247-018-0040-9)",,,,False
200,AMOUNT OF Ni IN WEIGHT OF ROCK,amount_of_ni_in_weight_of_rock,['ORE GRADES I'],DMNL,"(nan, nan)",Constant,External,"Definition of the nickel weight content in % for each ore grade: Rich=12, High grade=2%, low grade=0,6%, ultralow=0,2%, trace=0,05% and the last class is zero 0.00%. Follows a generic scheme and is checked against fit with data. Data come from Mudd (2010) and associated publications.",,,,False
201,AMPLIFICATION AVERAGING,amplification_averaging,,DMNL,"(nan, nan)",Constant,External,"This amplifies the price signal, with the result that price feedback on demand is amplified.",,,,False
202,ANIMALS DISTRIBUTION REGIONS,animals_distribution_regions,"['REGIONS 9 I', 'ANIMALS TYPES I']",number animals,"(nan, nan)",Constant,External,"Distribution of number of ""world"" animals among the 9 regions. Excel file: animals_stock_byregion_2",,,,False
203,ANNUAL EFFICIENCY INCREASE PV SP,annual_efficiency_increase_pv_sp,,DMNL/Year,"(nan, nan)",Constant,External,"annual increase of PV panel efficiency. An expected 0.3%/year improvement in efficiency across all technologies has been estimated after observing efficiency improvement trends in previous years (IHS Markit, 2019).",,,,False
204,ANNUAL GROWTH GOVERNMENT EXPENDITURE DEFAULT,annual_growth_government_expenditure_default,['REGIONS 35 I'],DMNL/Year,"(nan, nan)",Constant,External,Limit to annual growth in government expenditure,,,,False
205,ANNUAL VARIATION CAPACITY EXPANSION PROSTO DEDICATED SP,annual_variation_capacity_expansion_prosto_dedicated_sp,"['REGIONS 9 I', 'PROSTO ELEC DEDICATED I']",1/Year,"(nan, nan)",Constant,External,,,,,False
206,AO SDI,ao_sdi,,1,"(nan, nan)",Auxiliary,Normal,AO parameter of the sustainable development index,,,,False
207,ARAGONITE SATURATION CONSTANT 1,aragonite_saturation_constant_1,,1/(pH*pH),"(nan, nan)",Constant,Normal,Aragonite saturation constant = 3.8731,,,,False
208,ARAGONITE SATURATION CONSTANT 2,aragonite_saturation_constant_2,,1/pH,"(nan, nan)",Constant,Normal,Aragnite saturation constant = 57.3718,,,,False
209,ATM AND UPPER OCEAN HEAT CAP,atm_and_upper_ocean_heat_cap,,w*Year/(m*m*DegreesC),"(nan, nan)",Stateful,Initial,"Volumetric heat capacity for the land, atmosphere,and upper ocean layer, i.e., upper layer heat capacity Ru.",,,,False
210,AUTONOMY EV VEHICLES,autonomy_ev_vehicles,"['TRANSPORT POWER TRAIN I', 'BATTERY VEHICLES I']",km/cycle,"(nan, nan)",Constant,External,Electric household vehicle range,,,,False
211,AUX BASIC INCOME TAX PAYERS SP,aux_basic_income_tax_payers_sp,['HOUSEHOLDS I'],DMNL,"(nan, nan)","Auxiliary, Constant",Normal,,,,,False
212,AVERAGE COAL MINING CAPACITY,average_coal_mining_capacity,['COAL TYPES I'],Mt/mines/Year,"(nan, nan)",Constant,External,"Average Production capacity, HARD COAL and BROWN coal mines based on the data of Operating mines in 2022 and their production output.Simplification made by the Authors since the mining capacity varies strongly across mines.Assignt and average prodcution capacity per mine per year over the total number of mines. Source: “Global Coal Mine Tracker, Global Energy Monitor, July 2022 release.” HARD COAL 2.43618 BROWN COAL 5.21164",,,,False
213,AVERAGE PEOPLE PER HOUSEHOLD NON EU REGIONS TIMESERIES TARGET SP,average_people_per_household_non_eu_regions_timeseries_target_sp,['REGIONS 8 I'],people/household,"(nan, nan)",Lookup,External,Scenario parameter setting the number of people per household for the non EU regions through timeseries 2015-2100.,,,,False
214,AVERAGE REGIONAL LATITUDE SOLAR PV BY EROI MIN,average_regional_latitude_solar_pv_by_eroi_min,"['REGIONS 36 I', 'EROI MIN POTENTIAL I']",arcdegree,"(nan, nan)",Constant,External,"Average of latitudes which belong to solar PV potential for each model region. Given the dependence of the solar potencial on EROImin (which is an hypothesis selected by the model users when running it), different latitude-average are considered. For the sake of simplicity, static values are computed for the year 2015 with panel PV efficiency of 15%, hence we assume that in general more panels will be located in more sunny locations.",,,,False
